common_id	label	type	code0	code1	code2	code3	name0	name1	name2	name3	type_label
16829	単純ヘルペス性髄膜脳炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 単純ヘルペス性髄膜脳炎
16830	後天性遺伝子変異	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 後天性遺伝子変異
16831	膀胱乳頭腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膀胱乳頭腫
16832	心電図ＳＴ－Ｔ部分下降	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心電図ＳＴ－Ｔ部分下降
16833	肛門直腸静脈瘤	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肛門直腸静脈瘤
16834	内出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 内出血
16835	術後心機能障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 術後心機能障害
16836	住血吸虫症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 住血吸虫症
16837	低炭酸症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 低炭酸症
16838	小顎症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 小顎症
16839	先天性多発性関節拘縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先天性多発性関節拘縮
16840	高血圧切迫症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 高血圧切迫症
16841	骨腫脹	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨腫脹
16842	陰茎壊死	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 陰茎壊死
16843	腎生検異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腎生検異常
16844	一酸化炭素中毒	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 一酸化炭素中毒
16845	中枢神経系結核腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中枢神経系結核腫
16846	坐骨孔直腸ヘルニア	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 坐骨孔直腸ヘルニア
16847	整形外科的処置	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 整形外科的処置
16848	遠隔転移を伴う食道癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遠隔転移を伴う食道癌
16849	異常３色覚	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 異常３色覚
16850	カテーテル留置部位漏出	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 カテーテル留置部位漏出
16851	レンサ球菌検査陽性	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 レンサ球菌検査陽性
16852	好中球性脂肪織炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 好中球性脂肪織炎
16853	高インスリン症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 高インスリン症
16854	原発性性腺機能低下	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 原発性性腺機能低下
16855	成長不全	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 成長不全
16856	抗核抗体	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 抗核抗体
16857	傍腫瘍性神経症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 傍腫瘍性神経症候群
16858	深部解離性血腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 深部解離性血腫
16859	出生前スクリーニング超音波検査異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 出生前スクリーニング超音波検査異常
16860	カルチノイド腫瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 カルチノイド腫瘍
16861	冠動脈塞栓症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 冠動脈塞栓症
16862	下垂体低形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 下垂体低形成
16863	再発小腸癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 再発小腸癌
16864	犯罪	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 犯罪
16865	前立腺生検	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 前立腺生検
16866	反復拮抗運動不全	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 反復拮抗運動不全
16867	腟扁平上皮癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腟扁平上皮癌
16868	若年性ミオクロニーてんかん	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 若年性ミオクロニーてんかん
16869	非感染性脊髄炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 非感染性脊髄炎
16870	多血球系異形成を伴う不応性血球減少症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 多血球系異形成を伴う不応性血球減少症
16871	肝レンズ核変性症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肝レンズ核変性症
16872	胸膜石灰化	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胸膜石灰化
16873	脊髄くも膜下出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脊髄くも膜下出血
16874	外骨腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 外骨腫
16875	遠隔転移を伴う直腸癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遠隔転移を伴う直腸癌
16876	バーキットリンパ腫第３期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 バーキットリンパ腫第３期
16877	車椅子使用者	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 車椅子使用者
16878	僧帽弁穿孔	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 僧帽弁穿孔
16879	播種性ムコール症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 播種性ムコール症
16880	腫瘍随伴性網膜症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腫瘍随伴性網膜症
16881	アレルギー性眼瞼炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 アレルギー性眼瞼炎
16882	胃石症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胃石症
16883	妊娠時の母体の曝露	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 妊娠時の母体の曝露
16884	腎臓壊死	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腎臓壊死
16885	頚動脈瘤	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 頚動脈瘤
16886	直腸腺癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 直腸腺癌
16887	細菌性中耳炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 細菌性中耳炎
16888	心内膜線維症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心内膜線維症
16889	体性機能障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 体性機能障害
16890	胸部手術	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胸部手術
16891	膀胱容量減少	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膀胱容量減少
16892	皮膚色素過剰	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 皮膚色素過剰
16893	骨肉腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨肉腫
16894	先天性角膜混濁	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先天性角膜混濁
16895	腎うっ血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腎うっ血
16896	除脳姿勢	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 除脳姿勢
16897	血中ビリルビン	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中ビリルビン
16898	抱合ビリルビン	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 抱合ビリルビン
16899	膵頭十二指腸切除術	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膵頭十二指腸切除術
16900	肝感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肝感染
16901	陰茎腫脹	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 陰茎腫脹
16902	物質誘発性気分障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 物質誘発性気分障害
16903	閉塞	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 閉塞
16904	肥満細胞腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肥満細胞腫
16905	骨手術	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨手術
16906	カテーテル留置部位膿瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 カテーテル留置部位膿瘍
16907	アルギニノコハク酸合成酵素欠損症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 アルギニノコハク酸合成酵素欠損症
16908	血中遊離テストステロン減少	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中遊離テストステロン減少
16909	直腸尿道瘻	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 直腸尿道瘻
16910	毛細血管脆弱	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 毛細血管脆弱
16911	粗大運動遅延	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 粗大運動遅延
16912	肺扁平上皮癌第２期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肺扁平上皮癌第２期
16913	レプトトリキア感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 レプトトリキア感染
16914	抗コリン作動性症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 抗コリン作動性症候群
16915	血管運動性鼻炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血管運動性鼻炎
16916	肥厚性鼻炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肥厚性鼻炎
16917	耳部腫脹	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 耳部腫脹
16918	口腔咽頭水疱形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 口腔咽頭水疱形成
16919	未分化大細胞型リンパ腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 未分化大細胞型リンパ腫
16920	直腸癌第２期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 直腸癌第２期
16921	骨盤部尿管閉塞	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨盤部尿管閉塞
16922	胃腸音異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胃腸音異常
16923	抗赤血球抗体陽性	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 抗赤血球抗体陽性
16924	間質性肉芽腫性皮膚炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 間質性肉芽腫性皮膚炎
16925	脊髄動脈血栓症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脊髄動脈血栓症
16926	網膜嚢胞	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 網膜嚢胞
16927	小脳虚血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 小脳虚血
16928	末梢静脈疾患	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 末梢静脈疾患
16929	小耳症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 小耳症
16930	外耳道閉鎖	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 外耳道閉鎖
16931	先天性女性性器奇形	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先天性女性性器奇形
16932	先天性内耳異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先天性内耳異常
16933	エナメル上皮腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 エナメル上皮腫
16934	発作様現象	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 発作様現象
16935	全身性エリテマトーデス疾患活動指数上昇	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 全身性エリテマトーデス疾患活動指数上昇
16936	頚部損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 頚部損傷
16937	創部炎症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 創部炎症
16938	膀胱皮膚瘻	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膀胱皮膚瘻
16939	体温変動	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 体温変動
16940	視覚の明るさ	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 視覚の明るさ
16941	脳血管動静脈奇形	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脳血管動静脈奇形
16942	副腎新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 副腎新生物
16943	活性化部分トロンボプラスチン時間短縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 活性化部分トロンボプラスチン時間短縮
16944	死の恐怖	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 死の恐怖
16945	ヘルペス性髄膜脊髄炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ヘルペス性髄膜脊髄炎
16946	酢酸不耐症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 酢酸不耐症
16947	血液分布異常性ショック	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血液分布異常性ショック
16948	動静脈瘻部位出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 動静脈瘻部位出血
16949	角膜擦過傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 角膜擦過傷
16950	皮様嚢腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 皮様嚢腫
16951	虫垂のカルチノイド腫瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 虫垂のカルチノイド腫瘍
16952	尿道閉塞	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 尿道閉塞
16953	包茎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 包茎
16954	真菌性眼感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 真菌性眼感染
16955	ワクチン接種部位膿瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ワクチン接種部位膿瘍
16956	外耳道狭窄	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 外耳道狭窄
16957	血管圧迫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血管圧迫
16958	ワクチン接種部位発疹	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ワクチン接種部位発疹
16959	先天性漏斗胸	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先天性漏斗胸
16960	眼瞼の悪性黒色腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 眼瞼の悪性黒色腫
16961	予防接種の効果不良	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 予防接種の効果不良
16962	胃内ｐＨ低下	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胃内ｐＨ低下
16963	心筋壊死マーカー上昇	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心筋壊死マーカー上昇
16964	シャント狭窄	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 シャント狭窄
16965	血中抗利尿ホルモン減少	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中抗利尿ホルモン減少
16966	下垂体炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 下垂体炎
16967	経腸栄養	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 経腸栄養
16968	混合性僧帽弁疾患	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 混合性僧帽弁疾患
16969	フィラデルフィア染色体陽性	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 フィラデルフィア染色体陽性
16970	喉頭損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 喉頭損傷
16971	痙性イレウス	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 痙性イレウス
16972	膝関節形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膝関節形成
16973	慢性好酸球性副鼻腔炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 慢性好酸球性副鼻腔炎
16974	指切断	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 指切断
16975	腸石灰化	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腸石灰化
16976	進行性高血圧	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 進行性高血圧
16977	おとがいしびれ症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 おとがいしびれ症候群
16978	良性新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 良性新生物
16979	抗インターフェロン抗体陽性	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 抗インターフェロン抗体陽性
16980	気絶心筋	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 気絶心筋
16981	サルモネラ菌性髄膜炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 サルモネラ菌性髄膜炎
16982	良性ローランドてんかん	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 良性ローランドてんかん
16983	麻酔による神経系合併症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 麻酔による神経系合併症
16984	胎児染色体異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胎児染色体異常
16985	単球減少症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 単球減少症
16986	心転移	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心転移
16987	好戦的態度	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 好戦的態度
16988	食道粘膜解離	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 食道粘膜解離
16989	慢性疾患の貧血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 慢性疾患の貧血
16990	関節過伸展	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 関節過伸展
16991	アミノ酸濃度異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 アミノ酸濃度異常
16992	凝固時間異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 凝固時間異常
16993	骨盤腔内腫瘤	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨盤腔内腫瘤
16994	ＣＳＦ赤血球陽性	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ＣＳＦ赤血球陽性
16995	筋損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 筋損傷
16996	ウイルス性ぶどう膜炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ウイルス性ぶどう膜炎
16997	脊柱変形	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脊柱変形
16998	適用部位感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 適用部位感染
16999	生検	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 生検
17000	中枢神経系非定型奇形腫様・ラブドイド腫瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中枢神経系非定型奇形腫様・ラブドイド腫瘍
17001	肺腺癌第３期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肺腺癌第３期
17002	子宮転移	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 子宮転移
17003	生殖器系障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 生殖器系障害
17004	骨スキャン異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨スキャン異常
17005	喉頭蓋潰瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 喉頭蓋潰瘍
17006	喉頭蓋紅斑	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 喉頭蓋紅斑
17007	眼のアレルギー	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 眼のアレルギー
17008	投与部位疼痛	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 投与部位疼痛
17009	胸膜癒着	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胸膜癒着
17010	外傷性気胸	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 外傷性気胸
17011	感染性精索炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 感染性精索炎
17012	ヒト乳頭腫ウイルス検査陽性	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ヒト乳頭腫ウイルス検査陽性
17013	ウイルス性眼感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ウイルス性眼感染
17014	多発性外傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 多発性外傷
17015	グロブリン増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 グロブリン増加
17016	再発膵癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 再発膵癌
17017	ウイルス性気道感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ウイルス性気道感染
17018	心粗動	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心粗動
17019	血中ホモシステイン増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中ホモシステイン増加
17020	余命短縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 余命短縮
17021	腹腔内液貯留	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腹腔内液貯留
17022	膵管内乳頭粘液性癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膵管内乳頭粘液性癌
17023	腹壁転移	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腹壁転移
17024	ブドウ球菌性壊死性筋膜炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ブドウ球菌性壊死性筋膜炎
17025	リウマチ熱	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 リウマチ熱
17026	伸展性足底反応	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 伸展性足底反応
17027	造影剤脳症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 造影剤脳症
17028	消化管マラコプラキア	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 消化管マラコプラキア
17029	子宮頚部癌第１期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 子宮頚部癌第１期
17030	歩行失行	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 歩行失行
17031	細菌尿	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 細菌尿
17032	直腸腺腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 直腸腺腫
17033	鼻汁変色	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 鼻汁変色
17034	舌癌第１期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 舌癌第１期
17035	節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第４期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第４期
17036	ホジキン病第１期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ホジキン病第１期
17037	節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第１期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第１期
17038	軟部組織内異物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 軟部組織内異物
